timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-17T18:24:37,codecarbon,4d17272f-9639-45a2-b00e-ecb10896de14,831.3884205818176,0.06462528261955887,7.77317569257618e-05,50.419400516834216,298.0011292391246,47.068857192993164,0.01258123626636985,0.07798191155212919,0.01086043699645,0.10142358481494905,India,IND,west bengal,,,Linux-5.15.0-124-generic-x86_64-with-glibc2.31,3.9.17,2.3.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,87.33,22.3448,125.51695251464844,machine,N,1.0
